5,20.631168365478516
6,26.088335752487183
7,30.988322734832764
8,36.31584310531616
9,41.55514693260193
10,47.167723655700684
11,52.00772523880005
12,55.762155532836914
12,56.15533185005188
13,62.12726879119873
14,66.99008536338806
15,72.16542053222656
16,77.11763429641724
17,82.5707848072052
18,85.74855327606201
19,92.85639929771423
20,98.13611841201782
21,104.67764115333557
22,108.45733451843262
23,112.88259029388428
24,120.18209171295166
25,125.20018291473389
26,133.6480269432068
27,132.98552894592285
28,139.78327345848083
29,145.67224144935608
30,151.4055211544037
31,151.71998763084412
32,162.7762291431427
33,169.39297199249268
34,174.44820761680603
35,178.76428604125977
36,181.77252101898193
